user_id,session_id,event_type,content_id,timestamp
2,d7024d4c-5fae-4d30-8967-f878450218b9,view_content,85,2026-02-07T12:10:32
2,d7024d4c-5fae-4d30-8967-f878450218b9,start_play,138,2026-02-07T16:24:32
2,d7024d4c-5fae-4d30-8967-f878450218b9,stop_play,95,2026-02-07T20:37:32
2,d7024d4c-5fae-4d30-8967-f878450218b9,add_to_watchlist,364,2026-02-07T22:28:32
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,login,494,2026-02-11T10:23:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,view_home,389,2026-02-11T14:37:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,search,71,2026-02-11T18:08:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,view_content,474,2026-02-11T19:14:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,start_play,414,2026-02-11T22:54:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,stop_play,52,2026-02-12T03:51:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,add_to_watchlist,382,2026-02-12T06:17:07
3,d0bb58fe-1c33-491a-9f5f-111e4fbd8e33,logout,460,2026-02-12T10:11:07
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,login,373,2026-04-14T20:34:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,view_home,407,2026-04-15T00:43:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,search,230,2026-04-15T01:58:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,view_content,160,2026-04-15T06:53:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,start_play,53,2026-04-15T11:31:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,stop_play,66,2026-04-15T14:21:10
4,584dc1b6-8d6f-4d0d-b170-e11cb6e812af,logout,325,2026-04-15T17:00:10
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,login,5,2026-04-03T19:35:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,view_home,376,2026-04-03T20:10:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,search,375,2026-04-03T22:47:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,view_content,52,2026-04-04T00:19:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,start_play,99,2026-04-04T01:16:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,pause,479,2026-04-04T05:22:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,resume,104,2026-04-04T08:03:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,stop_play,472,2026-04-04T09:10:19
4,fe15bd36-8a2b-409f-920e-beceedddb8bb,logout,86,2026-04-04T10:07:19
5,e417e871-6bcb-493a-8686-544469a325e6,login,417,2026-03-06T13:47:58
5,e417e871-6bcb-493a-8686-544469a325e6,view_home,322,2026-03-06T18:28:58
5,e417e871-6bcb-493a-8686-544469a325e6,search,109,2026-03-06T22:27:58
5,e417e871-6bcb-493a-8686-544469a325e6,view_content,237,2026-03-07T00:00:58
5,e417e871-6bcb-493a-8686-544469a325e6,start_play,125,2026-03-07T03:06:58
5,e417e871-6bcb-493a-8686-544469a325e6,pause,106,2026-03-07T06:50:58
5,e417e871-6bcb-493a-8686-544469a325e6,resume,477,2026-03-07T10:20:58
5,e417e871-6bcb-493a-8686-544469a325e6,stop_play,402,2026-03-07T10:30:58
5,e417e871-6bcb-493a-8686-544469a325e6,add_to_watchlist,59,2026-03-07T12:52:58
5,e417e871-6bcb-493a-8686-544469a325e6,logout,454,2026-03-07T16:52:58
5,5204e2b5-36bd-43df-85ce-201005eb14b9,login,212,2026-04-15T23:55:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,view_home,203,2026-04-16T02:42:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,search,277,2026-04-16T03:43:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,view_content,86,2026-04-16T08:12:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,start_play,424,2026-04-16T10:52:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,pause,149,2026-04-16T13:59:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,resume,8,2026-04-16T15:44:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,stop_play,266,2026-04-16T18:01:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,add_to_watchlist,182,2026-04-16T22:15:00
5,5204e2b5-36bd-43df-85ce-201005eb14b9,logout,453,2026-04-17T00:38:00
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,login,262,2026-02-13T07:49:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,view_home,335,2026-02-13T11:54:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,search,306,2026-02-13T14:19:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,view_content,481,2026-02-13T16:46:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,start_play,335,2026-02-13T19:45:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,pause,450,2026-02-13T20:37:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,resume,364,2026-02-14T00:44:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,stop_play,172,2026-02-14T03:23:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,add_to_watchlist,93,2026-02-14T04:41:51
6,d52e8cae-af29-47c5-8f6f-0a57aed0037c,logout,187,2026-02-14T09:26:51
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,login,480,2026-01-27T11:16:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,view_home,25,2026-01-27T13:28:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,search,117,2026-01-27T14:20:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,view_content,51,2026-01-27T19:12:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,start_play,369,2026-01-27T19:44:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,pause,477,2026-01-28T00:13:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,resume,27,2026-01-28T01:23:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,stop_play,289,2026-01-28T05:49:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,add_to_watchlist,332,2026-01-28T06:18:54
6,8c69d087-ea7c-478c-83a5-6485523c5e5a,logout,52,2026-01-28T11:02:54
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,login,437,2026-03-04T20:54:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,view_home,393,2026-03-04T22:08:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,search,400,2026-03-05T01:29:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,view_content,140,2026-03-05T02:34:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,start_play,296,2026-03-05T06:25:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,pause,307,2026-03-05T06:53:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,resume,78,2026-03-05T07:26:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,stop_play,231,2026-03-05T09:12:51
6,8dacb56b-c7a3-4484-9fcb-b8145530b836,add_to_watchlist,282,2026-03-05T10:38:51
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,login,323,2026-04-11T04:29:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,view_home,32,2026-04-11T05:27:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,search,394,2026-04-11T09:12:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,view_content,137,2026-04-11T10:24:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,start_play,435,2026-04-11T14:00:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,stop_play,164,2026-04-11T15:45:07
6,b9dc9d51-bc6a-4540-a663-6c117081d07d,add_to_watchlist,312,2026-04-11T20:06:07
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,login,380,2026-01-29T10:29:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,view_home,360,2026-01-29T11:00:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,search,97,2026-01-29T15:24:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,view_content,433,2026-01-29T17:01:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,start_play,488,2026-01-29T17:14:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,stop_play,242,2026-01-29T17:35:03
6,2f86299b-d6d6-4a4e-9cd2-e0eac2c147c9,add_to_watchlist,41,2026-01-29T21:42:03
7,fb69851e-6776-4031-851e-a7a79f77983e,login,456,2026-03-04T03:20:04
7,fb69851e-6776-4031-851e-a7a79f77983e,view_home,462,2026-03-04T05:30:04
7,fb69851e-6776-4031-851e-a7a79f77983e,search,88,2026-03-04T07:52:04
7,fb69851e-6776-4031-851e-a7a79f77983e,view_content,384,2026-03-04T10:37:04
7,fb69851e-6776-4031-851e-a7a79f77983e,start_play,382,2026-03-04T12:56:04
7,fb69851e-6776-4031-851e-a7a79f77983e,stop_play,358,2026-03-04T14:21:04
7,fb69851e-6776-4031-851e-a7a79f77983e,add_to_watchlist,57,2026-03-04T19:13:04
7,fb69851e-6776-4031-851e-a7a79f77983e,logout,88,2026-03-04T23:10:04
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,login,486,2026-01-08T18:57:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,view_home,233,2026-01-08T21:05:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,search,163,2026-01-09T01:16:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,view_content,6,2026-01-09T05:00:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,start_play,14,2026-01-09T05:40:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,stop_play,172,2026-01-09T10:19:53
7,d94f8049-9482-48fb-b1d1-b1764071ecf7,logout,432,2026-01-09T12:31:53
7,138e1194-2f88-4991-8ec8-18e72ed05456,login,454,2026-05-13T12:18:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,view_home,389,2026-05-13T16:31:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,search,443,2026-05-13T17:50:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,view_content,184,2026-05-13T19:15:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,start_play,259,2026-05-13T22:43:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,pause,122,2026-05-14T00:17:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,resume,404,2026-05-14T05:06:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,stop_play,119,2026-05-14T07:34:36
7,138e1194-2f88-4991-8ec8-18e72ed05456,add_to_watchlist,414,2026-05-14T11:31:36
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,login,207,2026-04-30T16:19:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,view_home,389,2026-04-30T20:03:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,search,263,2026-04-30T20:56:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,view_content,222,2026-04-30T22:12:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,start_play,253,2026-05-01T00:36:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,pause,442,2026-05-01T03:35:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,resume,86,2026-05-01T07:56:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,stop_play,383,2026-05-01T12:08:54
7,eaa55f7b-dda4-4676-9742-473e0e43d71d,logout,407,2026-05-01T16:39:54
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,login,492,2026-04-29T04:44:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,view_home,34,2026-04-29T06:09:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,search,153,2026-04-29T06:52:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,view_content,26,2026-04-29T10:16:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,start_play,125,2026-04-29T13:43:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,stop_play,309,2026-04-29T14:35:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,add_to_watchlist,323,2026-04-29T18:27:52
7,e2553fed-1dc9-4b95-a2d9-6f69247384aa,logout,16,2026-04-29T19:46:52
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,login,134,2026-02-23T07:29:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,view_home,328,2026-02-23T08:45:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,search,125,2026-02-23T13:32:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,view_content,478,2026-02-23T15:54:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,start_play,426,2026-02-23T19:36:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,stop_play,442,2026-02-23T20:34:48
8,58384df3-5793-4a83-beb5-8b119d8cc4c1,add_to_watchlist,234,2026-02-23T22:51:48
8,26367718-e934-46b5-88ba-96a6b8ebed3c,login,160,2026-01-22T02:25:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,view_home,235,2026-01-22T04:39:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,search,444,2026-01-22T07:00:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,view_content,443,2026-01-22T09:20:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,start_play,295,2026-01-22T11:01:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,stop_play,273,2026-01-22T14:03:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,add_to_watchlist,3,2026-01-22T19:00:44
8,26367718-e934-46b5-88ba-96a6b8ebed3c,logout,238,2026-01-22T20:30:44
8,98e8422e-1bbf-4465-a632-221a77252702,login,348,2026-03-27T00:08:16
8,98e8422e-1bbf-4465-a632-221a77252702,view_home,385,2026-03-27T03:41:16
8,98e8422e-1bbf-4465-a632-221a77252702,search,273,2026-03-27T04:57:16
8,98e8422e-1bbf-4465-a632-221a77252702,view_content,28,2026-03-27T09:45:16
8,98e8422e-1bbf-4465-a632-221a77252702,start_play,284,2026-03-27T11:43:16
8,98e8422e-1bbf-4465-a632-221a77252702,pause,309,2026-03-27T12:46:16
8,98e8422e-1bbf-4465-a632-221a77252702,resume,406,2026-03-27T13:56:16
8,98e8422e-1bbf-4465-a632-221a77252702,stop_play,150,2026-03-27T15:49:16
8,98e8422e-1bbf-4465-a632-221a77252702,add_to_watchlist,74,2026-03-27T16:44:16
8,98e8422e-1bbf-4465-a632-221a77252702,logout,264,2026-03-27T21:30:16
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,login,234,2026-01-30T12:27:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,view_home,137,2026-01-30T12:52:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,search,120,2026-01-30T13:11:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,view_content,399,2026-01-30T15:47:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,start_play,35,2026-01-30T18:44:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,stop_play,479,2026-01-30T18:55:45
8,fabe7d7a-49ca-4db0-89e8-eefba685c904,logout,214,2026-01-30T19:36:45
9,b740d0ac-8618-461d-b447-f63b4b449556,login,435,2026-04-25T01:23:13
9,b740d0ac-8618-461d-b447-f63b4b449556,view_home,268,2026-04-25T05:45:13
9,b740d0ac-8618-461d-b447-f63b4b449556,search,42,2026-04-25T06:22:13
9,b740d0ac-8618-461d-b447-f63b4b449556,view_content,270,2026-04-25T08:10:13
9,b740d0ac-8618-461d-b447-f63b4b449556,start_play,128,2026-04-25T10:11:13
9,b740d0ac-8618-461d-b447-f63b4b449556,stop_play,46,2026-04-25T12:06:13
9,b740d0ac-8618-461d-b447-f63b4b449556,logout,398,2026-04-25T13:13:13
9,995591c4-f566-4caf-b363-e1f4052d7138,login,420,2026-04-01T19:43:51
9,995591c4-f566-4caf-b363-e1f4052d7138,view_home,333,2026-04-02T00:42:51
9,995591c4-f566-4caf-b363-e1f4052d7138,search,489,2026-04-02T03:31:51
9,995591c4-f566-4caf-b363-e1f4052d7138,view_content,173,2026-04-02T05:18:51
9,995591c4-f566-4caf-b363-e1f4052d7138,start_play,82,2026-04-02T09:33:51
9,995591c4-f566-4caf-b363-e1f4052d7138,stop_play,122,2026-04-02T09:55:51
9,995591c4-f566-4caf-b363-e1f4052d7138,add_to_watchlist,311,2026-04-02T13:48:51
9,995591c4-f566-4caf-b363-e1f4052d7138,logout,68,2026-04-02T15:06:51
10,6d5a280a-d754-4c5f-94cb-e775b178294f,login,141,2026-03-26T07:49:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,view_home,277,2026-03-26T08:58:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,search,465,2026-03-26T11:51:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,view_content,392,2026-03-26T16:39:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,start_play,329,2026-03-26T21:12:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,stop_play,9,2026-03-27T00:26:20
10,6d5a280a-d754-4c5f-94cb-e775b178294f,logout,145,2026-03-27T05:19:20
10,33109268-aaab-4849-b7f8-f481578ccce4,login,376,2026-04-25T02:00:40
10,33109268-aaab-4849-b7f8-f481578ccce4,view_home,308,2026-04-25T04:16:40
10,33109268-aaab-4849-b7f8-f481578ccce4,search,460,2026-04-25T08:16:40
10,33109268-aaab-4849-b7f8-f481578ccce4,view_content,154,2026-04-25T11:10:40
10,33109268-aaab-4849-b7f8-f481578ccce4,start_play,105,2026-04-25T12:34:40
10,33109268-aaab-4849-b7f8-f481578ccce4,stop_play,287,2026-04-25T15:16:40
10,33109268-aaab-4849-b7f8-f481578ccce4,add_to_watchlist,148,2026-04-25T19:24:40
10,33109268-aaab-4849-b7f8-f481578ccce4,logout,340,2026-04-25T21:34:40
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,login,163,2026-04-10T02:29:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,view_home,52,2026-04-10T06:14:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,search,141,2026-04-10T07:59:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,view_content,267,2026-04-10T11:41:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,start_play,232,2026-04-10T14:38:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,stop_play,279,2026-04-10T19:24:03
10,3cbfdf7f-90ea-4c3c-9d42-c4250456c8a2,add_to_watchlist,309,2026-04-11T00:22:03
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,login,39,2026-01-07T04:14:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,view_home,382,2026-01-07T07:41:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,search,415,2026-01-07T11:30:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,view_content,326,2026-01-07T13:31:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,start_play,58,2026-01-07T17:42:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,stop_play,78,2026-01-07T18:03:29
10,d7cd5ee5-8a90-43d2-8c29-aed3387b055f,logout,87,2026-01-07T20:13:29
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,login,262,2026-01-08T03:17:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,view_home,51,2026-01-08T06:57:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,search,132,2026-01-08T09:08:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,view_content,84,2026-01-08T13:58:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,start_play,318,2026-01-08T15:03:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,stop_play,163,2026-01-08T16:32:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,add_to_watchlist,490,2026-01-08T19:36:08
11,fe730f4c-80ad-49ad-ac63-4e7b1bfaeb57,logout,103,2026-01-08T21:19:08
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,login,417,2026-01-26T02:15:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,view_home,285,2026-01-26T06:50:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,search,415,2026-01-26T11:12:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,view_content,211,2026-01-26T13:02:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,start_play,163,2026-01-26T14:36:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,stop_play,39,2026-01-26T16:54:02
12,17c6dd13-d8a7-473f-82c5-fcddf7485a06,add_to_watchlist,361,2026-01-26T20:04:02
12,11b1e958-0038-49ba-87b0-b528e2480733,login,122,2026-01-30T22:58:47
12,11b1e958-0038-49ba-87b0-b528e2480733,view_home,406,2026-01-31T01:51:47
12,11b1e958-0038-49ba-87b0-b528e2480733,search,183,2026-01-31T05:00:47
12,11b1e958-0038-49ba-87b0-b528e2480733,view_content,276,2026-01-31T05:32:47
12,11b1e958-0038-49ba-87b0-b528e2480733,start_play,498,2026-01-31T07:58:47
12,11b1e958-0038-49ba-87b0-b528e2480733,pause,30,2026-01-31T10:19:47
12,11b1e958-0038-49ba-87b0-b528e2480733,resume,171,2026-01-31T14:06:47
12,11b1e958-0038-49ba-87b0-b528e2480733,stop_play,441,2026-01-31T17:46:47
12,11b1e958-0038-49ba-87b0-b528e2480733,add_to_watchlist,246,2026-01-31T19:36:47
12,11b1e958-0038-49ba-87b0-b528e2480733,logout,268,2026-01-31T21:15:47
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,login,351,2026-03-22T17:32:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,view_home,128,2026-03-22T19:02:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,search,162,2026-03-22T19:42:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,view_content,142,2026-03-23T00:40:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,start_play,13,2026-03-23T02:00:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,pause,268,2026-03-23T04:20:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,resume,286,2026-03-23T06:11:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,stop_play,417,2026-03-23T09:44:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,add_to_watchlist,388,2026-03-23T14:01:19
12,e9a4d6d6-9076-4b06-ac93-2e51df5b7c31,logout,59,2026-03-23T14:44:19
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,login,323,2026-04-21T10:34:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,view_home,424,2026-04-21T14:50:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,search,299,2026-04-21T19:21:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,view_content,224,2026-04-21T23:14:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,start_play,382,2026-04-22T00:04:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,stop_play,500,2026-04-22T00:20:48
13,40883a9e-5ed2-45d8-b9b1-37511dcf7c7b,logout,470,2026-04-22T03:33:48
13,e89f70c0-919a-43c1-addc-93042aba2f1b,login,263,2026-02-25T18:43:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,view_home,36,2026-02-25T20:09:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,search,299,2026-02-26T00:41:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,view_content,311,2026-02-26T00:59:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,start_play,295,2026-02-26T04:12:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,pause,362,2026-02-26T04:24:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,resume,250,2026-02-26T04:38:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,stop_play,15,2026-02-26T05:42:06
13,e89f70c0-919a-43c1-addc-93042aba2f1b,add_to_watchlist,337,2026-02-26T10:32:06
